"Activity" "Subject" "tBdAc_mean_X" "tBdAc_mean_Y" "tBdAc_mean_Z" "tBdAc_std_X" "tBdAc_std_Y" "tBdAc_std_Z" "tGrAc_mean_X" "tGrAc_mean_Y" "tGrAc_mean_Z" "tGrAc_std_X" "tGrAc_std_Y" "tGrAc_std_Z" "tBdAcJk_mean_X" "tBdAcJk_mean_Y" "tBdAcJk_mean_Z" "tBdAcJk_std_X" "tBdAcJk_std_Y" "tBdAcJk_std_Z" "tBdGy_mean_X" "tBdGy_mean_Y" "tBdGy_mean_Z" "tBdGy_std_X" "tBdGy_std_Y" "tBdGy_std_Z" "tBdGyJk_mean_X" "tBdGyJk_mean_Y" "tBdGyJk_mean_Z" "tBdGyJk_std_X" "tBdGyJk_std_Y" "tBdGyJk_std_Z" "tBdAcM_mean" "tBdAcM_std" "tGrAcM_mean" "tGrAcM_std" "tBdAcJkM_mean" "tBdAcJkM_std" "tBdGyM_mean" "tBdGyM_std" "tBdGyJkM_mean" "tBdGyJkM_std" "fBdAc_mean_X" "fBdAc_mean_Y" "fBdAc_mean_Z" "fBdAc_std_X" "fBdAc_std_Y" "fBdAc_std_Z" "fBdAcJk_mean_X" "fBdAcJk_mean_Y" "fBdAcJk_mean_Z" "fBdAcJk_std_X" "fBdAcJk_std_Y" "fBdAcJk_std_Z" "fBdGy_mean_X" "fBdGy_mean_Y" "fBdGy_mean_Z" "fBdGy_std_X" "fBdGy_std_Y" "fBdGy_std_Z" "fBdAcM_mean" "fBdAcM_std" "fBdAcJkM_mean" "fBdAcJkM_std" "fBdGyM_mean" "fBdGyM_std" "fBdGyJkM_mean" "fBdGyJkM_std"
"sitting" 25 0.27854148 -0.01476968 -0.10916044 -0.99189283 -0.94745762 -0.96513955 0.86568608 0.20828714 0.16714096 -0.98887998 -0.96341502 -0.96945998 0.0752087 0.00485416 0.00210761 -0.99227862 -0.98287099 -0.98843315 -0.03520521 -0.07480027 0.08527839 -0.98990758 -0.9811935 -0.97263756 -0.09548014 -0.03916514 -0.04955956 -0.99230465 -0.99131577 -0.99149139 -0.97040934 -0.96000341 -0.97040934 -0.96000341 -0.98954514 -0.9883118 -0.96656872 -0.97063913 -0.99286465 -0.9917664 -0.9914055 -0.95911726 -0.97477613 -0.99212428 -0.94484299 -0.96209061 -0.99247885 -0.982957 -0.9863264 -0.99275011 -0.98406803 -0.98915611 -0.98800255 -0.9838278 -0.97580589 -0.99055 -0.97982888 -0.97417287 -0.96701799 -0.96199727 -0.98794183 -0.9876188 -0.97935091 -0.9703219 -0.9917817 -0.99201956
"sitting" 26 0.25824353 -0.00713365 -0.09744487 -0.97976899 -0.94079897 -0.95000441 0.78295561 0.22310556 0.31438763 -0.96508293 -0.9492867 -0.94458086 0.07644432 0.00692239 -0.00780238 -0.9922584 -0.98621522 -0.99000871 -0.03702174 -0.08406485 0.07111095 -0.9910277 -0.97344481 -0.96644134 -0.09598482 -0.04030702 -0.04876272 -0.99588251 -0.99313983 -0.99192979 -0.95307999 -0.93360278 -0.95307999 -0.93360278 -0.99089844 -0.98998611 -0.95405295 -0.96474202 -0.99446645 -0.99403321 -0.98257955 -0.95429941 -0.96751915 -0.97875518 -0.93778354 -0.94478134 -0.99202543 -0.98586289 -0.98798998 -0.99329986 -0.98775459 -0.99069311 -0.99014488 -0.98174079 -0.97042369 -0.99131844 -0.96948819 -0.96826667 -0.95241104 -0.9345877 -0.98948194 -0.98952127 -0.97646387 -0.96365065 -0.99398545 -0.99420977
"sitting" 27 0.2739413 -0.01552698 -0.10552191 -0.98858011 -0.97157913 -0.96585874 0.83946471 0.21294702 0.27641743 -0.98244574 -0.98255334 -0.96726807 0.0779039 0.00467072 -0.00611285 -0.9906581 -0.98509747 -0.988904 -0.03718308 -0.07973456 0.08337528 -0.98849243 -0.98206747 -0.97571331 -0.09516358 -0.03964108 -0.05038836 -0.99364032 -0.99222644 -0.99176679 -0.97948167 -0.96952667 -0.97948167 -0.96952667 -0.98946718 -0.98920054 -0.96356547 -0.97078213 -0.99403471 -0.99211283 -0.98868211 -0.97405786 -0.97466582 -0.9886592 -0.97126606 -0.96322067 -0.99083961 -0.98523858 -0.98708772 -0.99129227 -0.98608311 -0.98928252 -0.9872079 -0.98414112 -0.97684813 -0.98898462 -0.98103769 -0.97759552 -0.97476647 -0.9708853 -0.98877327 -0.98853165 -0.97948282 -0.97052827 -0.99239026 -0.99196778
"sitting" 28 0.27697763 -0.01854044 -0.11151794 -0.98327281 -0.93990524 -0.93666725 0.90733131 -0.11259673 0.13540257 -0.9891325 -0.97176635 -0.95608768 0.07686716 0.01483382 0.00025785 -0.97628668 -0.96221945 -0.97632743 -0.0339018 -0.06739439 0.0870254 -0.97967198 -0.95631651 -0.9566328 -0.09539351 -0.04080078 -0.05790154 -0.98215566 -0.98071387 -0.97100169 -0.95578971 -0.9477827 -0.95578971 -0.9477827 -0.97327437 -0.97030165 -0.95517557 -0.95106598 -0.98121316 -0.97844192 -0.97982014 -0.94635165 -0.95222679 -0.98495671 -0.93988548 -0.93304548 -0.9768918 -0.96305425 -0.97293955 -0.97778678 -0.96399043 -0.97832777 -0.97372433 -0.96311763 -0.95418028 -0.98161514 -0.95320702 -0.96156104 -0.95392812 -0.95228142 -0.96917869 -0.97082334 -0.96029752 -0.95353429 -0.97946587 -0.97839537
"sitting" 29 0.27717998 -0.01663068 -0.11041182 -0.99074502 -0.9632225 -0.96806388 0.89156376 0.15565946 0.28625606 -0.98467915 -0.97360429 -0.96603205 0.07454381 0.00598531 0.0031677 -0.99352556 -0.9840551 -0.99016873 -0.03792711 -0.07557977 0.0580496 -0.9901787 -0.98833402 -0.97122799 -0.0953637 -0.04000184 -0.0470009 -0.99332203 -0.99531916 -0.99283377 -0.97801702 -0.96929032 -0.97801702 -0.96929032 -0.99071981 -0.99053173 -0.96237733 -0.97157802 -0.99539231 -0.99490534 -0.99109396 -0.9696095 -0.97562303 -0.99061752 -0.96169395 -0.96580097 -0.99344576 -0.98388319 -0.98847024 -0.99422018 -0.98549332 -0.99044586 -0.98839357 -0.99032925 -0.97393359 -0.99072776 -0.98725981 -0.97291252 -0.97334653 -0.97121802 -0.9900937 -0.98982291 -0.98026943 -0.97101137 -0.99506305 -0.99474203
"sitting" 30 0.26833608 -0.00804731 -0.09951545 -0.98362274 -0.937857 -0.95065404 0.82547384 0.11458839 0.34476602 -0.97836471 -0.95936131 -0.95663566 0.07600577 0.00975693 -0.00278162 -0.98886458 -0.98042093 -0.98816438 -0.03584265 -0.07435356 0.07020026 -0.98813267 -0.97647756 -0.9550532 -0.09527077 -0.04079306 -0.04882046 -0.99386855 -0.99249132 -0.9881245 -0.95748722 -0.94290147 -0.95748722 -0.94290147 -0.98779906 -0.98605764 -0.95584732 -0.96064129 -0.99373739 -0.99128022 -0.98500878 -0.95407604 -0.96627409 -0.98323101 -0.93399258 -0.94620382 -0.98877544 -0.98040572 -0.98597832 -0.99001756 -0.98190212 -0.98897121 -0.98703463 -0.98200588 -0.96117711 -0.9884848 -0.97380495 -0.95730869 -0.95992339 -0.94354373 -0.98582633 -0.98529496 -0.97387628 -0.95951394 -0.99175068 -0.99094642
"standing" 1 0.27891763 -0.01613759 -0.11060182 -0.9957599 -0.97319006 -0.97977588 0.942952 -0.27298383 0.01349058 -0.99376299 -0.98122596 -0.97632406 0.07537665 0.00797573 -0.00368525 -0.99460454 -0.98564873 -0.99225118 -0.02398773 -0.05939722 0.07480075 -0.98719195 -0.98773444 -0.98064563 -0.09960921 -0.04406279 -0.04895055 -0.99294511 -0.99513792 -0.99210847 -0.98427821 -0.98194293 -0.98427821 -0.98194293 -0.99236779 -0.99309621 -0.97649379 -0.97869003 -0.99496679 -0.99473324 -0.99524993 -0.97707085 -0.9852971 -0.99602835 -0.9722931 -0.97793726 -0.9946308 -0.9854187 -0.99075217 -0.99507376 -0.98701823 -0.99234982 -0.98638679 -0.98898446 -0.98077312 -0.98749713 -0.98710773 -0.98234533 -0.98535636 -0.9823138 -0.99254248 -0.992536 -0.98461762 -0.97846607 -0.99481538 -0.99467112
"standing" 2 0.27791147 -0.01842083 -0.10590854 -0.98727189 -0.95730499 -0.94974185 0.89692857 -0.3700627 0.12974716 -0.98668582 -0.97419442 -0.94592708 0.07475886 0.01032918 -0.00837159 -0.98108572 -0.97105944 -0.98284145 -0.02386239 -0.08203966 0.08783517 -0.97299863 -0.971442 -0.9648567 -0.10556216 -0.04224195 -0.05465395 -0.979324 -0.98344726 -0.97361012 -0.96587518 -0.95787496 -0.96587518 -0.95787496 -0.98048908 -0.97667528 -0.96346634 -0.95394338 -0.9839519 -0.97720443 -0.98394674 -0.9598717 -0.9624712 -0.98905647 -0.95790884 -0.94643358 -0.98097324 -0.97085134 -0.97977515 -0.98300792 -0.97352024 -0.98459991 -0.96703711 -0.97257615 -0.9606277 -0.97498812 -0.97103605 -0.9697543 -0.96405217 -0.96051938 -0.9770653 -0.97516046 -0.9617759 -0.95678873 -0.97784983 -0.9777543
"standing" 3 0.28004651 -0.01433766 -0.10162172 -0.96674254 -0.89344931 -0.91141902 0.93503078 -0.30173513 0.02476311 -0.98202043 -0.95742532 -0.92816158 0.07509006 0.00771664 -0.00807178 -0.95708649 -0.94168679 -0.97305963 -0.02466261 -0.05851019 0.06652621 -0.90046223 -0.92778862 -0.91236408 -0.09946026 -0.04724158 -0.04168322 -0.94093764 -0.96843375 -0.95829301 -0.92543082 -0.9151433 -0.92543082 -0.9151433 -0.95930384 -0.94877004 -0.89208935 -0.88212522 -0.96233934 -0.95767977 -0.96012341 -0.90807535 -0.93950774 -0.96993129 -0.89243435 -0.90480125 -0.95766686 -0.94349797 -0.9691749 -0.96057092 -0.94394855 -0.97559595 -0.90128227 -0.93771116 -0.91617254 -0.90198567 -0.92312594 -0.91974385 -0.92696893 -0.92183608 -0.94862747 -0.94820681 -0.91368236 -0.88343972 -0.96033172 -0.95712151
"standing" 4 0.28049975 -0.00948911 -0.09615749 -0.97692058 -0.86159738 -0.89688054 0.95619779 -0.07590091 0.16689383 -0.97290836 -0.91761346 -0.89940478 0.07213284 -0.00653016 -0.02118899 -0.97258654 -0.93835468 -0.9730542 -0.03064493 -0.06182485 0.07556364 -0.90968797 -0.94922715 -0.90999504 -0.10305789 -0.04612572 -0.04907535 -0.94963388 -0.97606517 -0.95798202 -0.90647805 -0.89097668 -0.90647805 -0.89097668 -0.96337074 -0.95815948 -0.9009821 -0.88514432 -0.96761407 -0.96428278 -0.97349755 -0.8895492 -0.93164342 -0.97873764 -0.85738028 -0.88755432 -0.97231089 -0.93762424 -0.96864841 -0.97570672 -0.94407531 -0.97622951 -0.90546416 -0.95599295 -0.91528096 -0.91246479 -0.94582584 -0.91665163 -0.91761401 -0.89534004 -0.95613928 -0.9600325 -0.91420917 -0.8871944 -0.96447114 -0.96643022
"standing" 5 0.28254439 -0.00700419 -0.1021711 -0.96859182 -0.86943991 -0.86932732 0.9601887 -0.03871013 0.13863844 -0.97408821 -0.93197394 -0.9146085 0.07251899 -0.0022199 -0.01228122 -0.96264708 -0.93121714 -0.96383212 -0.03227119 -0.0509875 0.06909458 -0.91039522 -0.9337381 -0.90747156 -0.09222499 -0.03991082 -0.04222213 -0.94193004 -0.96117774 -0.94475534 -0.9061047 -0.8797738 -0.9061047 -0.8797738 -0.95686357 -0.94296205 -0.90067163 -0.86704171 -0.9584059 -0.94797072 -0.96450092 -0.89079636 -0.9150838 -0.97066841 -0.86793318 -0.85823139 -0.96305924 -0.93137021 -0.95843873 -0.96577892 -0.9362026 -0.9680723 -0.9096618 -0.93937352 -0.90719084 -0.91278092 -0.93185781 -0.91678936 -0.90464139 -0.88674517 -0.9418259 -0.94360196 -0.90454392 -0.86891399 -0.95228644 -0.94619646
"standing" 6 0.28034625 -0.01812363 -0.11217283 -0.98175816 -0.92149319 -0.92569237 0.945139 -0.23025104 0.01391935 -0.98558307 -0.9684491 -0.94279506 0.07306996 0.00871884 -0.00481712 -0.97313264 -0.94936228 -0.96754724 -0.02825191 -0.05898236 0.07673947 -0.9475613 -0.94248659 -0.94778216 -0.10329253 -0.04288283 -0.05064322 -0.94642359 -0.96242216 -0.96275818 -0.94502288 -0.93931025 -0.94502288 -0.93931025 -0.96710244 -0.95609915 -0.93940474 -0.91589157 -0.96340622 -0.95253623 -0.97710029 -0.93033647 -0.94286402 -0.98406737 -0.92144911 -0.92206722 -0.97348054 -0.95140546 -0.96374352 -0.97523568 -0.95068145 -0.96989585 -0.93161238 -0.94327315 -0.9432396 -0.9528174 -0.94253917 -0.9544557 -0.9459498 -0.94456411 -0.95591401 -0.95538158 -0.9266643 -0.92310876 -0.95542514 -0.9520885
"standing" 7 0.28272354 -0.01457403 -0.09977783 -0.97930757 -0.92340092 -0.91706417 0.95872869 -0.11760705 -0.05165737 -0.9879175 -0.966163 -0.93916101 0.07519151 0.006947 -0.01084203 -0.97640354 -0.96581061 -0.97206005 -0.02915822 -0.07743364 0.0851045 -0.94524769 -0.94964695 -0.95163078 -0.09015397 -0.04127976 -0.054539 -0.9659834 -0.97683776 -0.97816679 -0.94272466 -0.93359016 -0.94272466 -0.93359016 -0.97338131 -0.96856636 -0.94342556 -0.91843896 -0.97737708 -0.97210793 -0.97668183 -0.94188378 -0.93855052 -0.98054134 -0.91911875 -0.91235881 -0.97632309 -0.96716509 -0.96822964 -0.97872908 -0.96685029 -0.97453371 -0.93812164 -0.95754867 -0.95716506 -0.94789199 -0.94581816 -0.95433941 -0.94561145 -0.93728797 -0.96741789 -0.96909216 -0.93870498 -0.91984814 -0.97367117 -0.97189942
"standing" 8 0.27962099 -0.01481131 -0.106115 -0.98881542 -0.93847943 -0.92606526 0.95766992 -0.09046035 -0.0979392 -0.98769022 -0.95890411 -0.91829391 0.0753739 0.00814952 0.00322153 -0.98919888 -0.97644214 -0.9826109 -0.0219672 -0.02801176 0.06368891 -0.97299038 -0.96942105 -0.97411832 -0.09775758 -0.04851907 -0.04784832 -0.98157309 -0.98550877 -0.9892709 -0.95376288 -0.93718719 -0.95376288 -0.93718719 -0.9849208 -0.97993224 -0.9528485 -0.95322479 -0.98758059 -0.98246033 -0.98821986 -0.9500491 -0.95036294 -0.98918375 -0.93623172 -0.91974496 -0.98902924 -0.97617768 -0.97947719 -0.99041409 -0.97858173 -0.98446574 -0.96967744 -0.97259549 -0.97551228 -0.974201 -0.9680555 -0.97597646 -0.95374607 -0.93862819 -0.97974587 -0.97913544 -0.96456422 -0.95411983 -0.98370923 -0.98183234
"standing" 9 0.28231006 -0.0200455 -0.09527475 -0.97574125 -0.93863576 -0.91929581 0.9613235 -0.01038382 0.00914769 -0.98910316 -0.97257387 -0.9322453 0.07600321 0.01306998 -0.00470079 -0.9699734 -0.96384933 -0.97058426 -0.02918314 -0.06081016 0.09924093 -0.92199061 -0.94604664 -0.93988974 -0.0958977 -0.04191996 -0.05757431 -0.94910569 -0.97503653 -0.96972648 -0.94516748 -0.93610501 -0.94516748 -0.93610501 -0.96952458 -0.96376418 -0.92103022 -0.9082914 -0.96982404 -0.96528705 -0.97166269 -0.94484943 -0.94168687 -0.97757925 -0.93879002 -0.91389683 -0.97131377 -0.9626243 -0.9671292 -0.97127882 -0.96823458 -0.97258875 -0.91697444 -0.9545143 -0.94151034 -0.92473858 -0.94195058 -0.94494281 -0.94633017 -0.94026555 -0.96324288 -0.96359316 -0.92976907 -0.91090966 -0.96749163 -0.9647708
"standing" 10 0.2766503 -0.01554186 -0.10796408 -0.97840348 -0.91956184 -0.94127144 0.95400879 -0.04315978 0.03469802 -0.99125948 -0.97541072 -0.95957966 0.08097844 0.01190076 -0.00485841 -0.96431149 -0.94132866 -0.9764306 -0.02818543 -0.08768205 0.10325156 -0.92989506 -0.95886116 -0.9536811 -0.10475383 -0.0371593 -0.05841625 -0.95036755 -0.97644502 -0.96905103 -0.95198891 -0.93726454 -0.95198891 -0.93726454 -0.96516382 -0.95205821 -0.92978726 -0.92048681 -0.97163766 -0.96440941 -0.97009981 -0.92337875 -0.95527238 -0.98294925 -0.92186048 -0.93809868 -0.96356517 -0.94218776 -0.97224151 -0.96861214 -0.94484739 -0.97942873 -0.92400591 -0.9603238 -0.95091573 -0.93227394 -0.95839986 -0.95890126 -0.94011017 -0.94504824 -0.95163369 -0.95210596 -0.93778674 -0.92296155 -0.96561408 -0.96505582
"standing" 11 0.27771556 -0.01719909 -0.10868663 -0.99497888 -0.96417333 -0.98638271 0.95646454 -0.1730827 0.12719842 -0.9945294 -0.98104783 -0.98943325 0.07600977 0.0124131 -0.00074592 -0.9925274 -0.97942828 -0.99013299 -0.02931415 -0.0765465 0.08105882 -0.98024249 -0.99421047 -0.98063666 -0.09951936 -0.03959921 -0.05247328 -0.9866904 -0.99557163 -0.99066322 -0.98485384 -0.98030537 -0.98485384 -0.98030537 -0.98924238 -0.98885396 -0.97997801 -0.97707144 -0.99342818 -0.99257917 -0.99380805 -0.96870307 -0.98766979 -0.99557376 -0.96350679 -0.98595852 -0.99238545 -0.97928702 -0.98846079 -0.99341456 -0.98118582 -0.99037815 -0.97830172 -0.99402549 -0.98076297 -0.98100912 -0.99435309 -0.98230878 -0.98225541 -0.98150397 -0.9886366 -0.98802123 -0.98257652 -0.97743771 -0.99298102 -0.99227747
"standing" 12 0.27740583 -0.01690025 -0.105527 -0.98124399 -0.92314025 -0.9206848 0.95731782 -0.21886536 -0.03953828 -0.98531421 -0.97048261 -0.9395341 0.07446318 0.010048 -0.00788131 -0.9724402 -0.95320312 -0.97555698 -0.03000304 -0.07000838 0.07425682 -0.88365525 -0.94146921 -0.95036476 -0.09763804 -0.04095208 -0.04828637 -0.95541564 -0.97119549 -0.97368939 -0.94145994 -0.93523295 -0.94145994 -0.93523295 -0.96879068 -0.96267886 -0.88810137 -0.85227162 -0.96928997 -0.96192317 -0.97646947 -0.93277568 -0.9471782 -0.98364721 -0.92285203 -0.91418918 -0.97197163 -0.95329178 -0.97112253 -0.97558144 -0.95666634 -0.97879283 -0.89029271 -0.94825186 -0.95260195 -0.8843852 -0.93852985 -0.95433576 -0.9452178 -0.93974193 -0.96085901 -0.9641456 -0.90235677 -0.85003317 -0.96305979 -0.96290974
"standing" 13 0.27775843 -0.0167892 -0.11212414 -0.99102076 -0.94942244 -0.96753803 0.9426953 -0.23994315 -0.05248566 -0.9922324 -0.97468123 -0.97682716 0.0758631 0.00762035 -0.00070498 -0.9876361 -0.97770417 -0.98692624 -0.02954922 -0.07532052 0.08547125 -0.9555774 -0.97172176 -0.9734366 -0.09812 -0.04128726 -0.05392608 -0.97846512 -0.98098266 -0.98517704 -0.97156424 -0.96851967 -0.97156424 -0.96851967 -0.98680003 -0.98186562 -0.95782537 -0.9449802 -0.98363763 -0.97619766 -0.98942597 -0.95942762 -0.9775673 -0.99181771 -0.94717981 -0.96404808 -0.98819828 -0.97775278 -0.98460856 -0.98818511 -0.97941225 -0.98787153 -0.95715411 -0.97291308 -0.97439438 -0.95581841 -0.97142515 -0.97553327 -0.97239356 -0.97044538 -0.98197754 -0.98062126 -0.9574888 -0.94685749 -0.9771974 -0.97646733
"standing" 14 0.28054561 -0.01520781 -0.1038177 -0.9732689 -0.92852573 -0.92227631 0.87531957 -0.22669223 -0.33817489 -0.97200537 -0.96578105 -0.94075772 0.07379337 0.00579566 -0.00720778 -0.97824853 -0.96636243 -0.97076673 -0.02208865 -0.05581088 0.07904759 -0.96109176 -0.94628062 -0.94658913 -0.10071846 -0.04500968 -0.05090362 -0.96994888 -0.97069296 -0.97468787 -0.94345685 -0.93673558 -0.94345685 -0.93673558 -0.97296579 -0.97043718 -0.94353002 -0.9314262 -0.97487333 -0.96683422 -0.97269956 -0.94217825 -0.94242203 -0.97360555 -0.9260559 -0.91778186 -0.97818164 -0.9672499 -0.96671843 -0.9803966 -0.96783018 -0.97359431 -0.95711177 -0.95083619 -0.95099988 -0.96274103 -0.94430686 -0.95016271 -0.94971506 -0.93979987 -0.97021413 -0.96967752 -0.94440556 -0.93481556 -0.96917564 -0.96601926
"standing" 15 0.2789158 -0.01835164 -0.10591083 -0.98894925 -0.93190015 -0.95167026 0.9655289 -0.16471318 0.0645976 -0.98843208 -0.96568798 -0.95881015 0.07522807 0.00617256 -0.00658737 -0.98545907 -0.9677204 -0.98530194 -0.02624336 -0.06596375 0.07619467 -0.9477908 -0.97133258 -0.96816705 -0.10135879 -0.04385075 -0.0522784 -0.97151431 -0.98810741 -0.98129312 -0.96120762 -0.94860043 -0.96120762 -0.94860043 -0.98149513 -0.9799948 -0.94696138 -0.93128678 -0.98440708 -0.98143283 -0.986725 -0.94334879 -0.96547351 -0.99006096 -0.93028644 -0.94790591 -0.98535349 -0.96788471 -0.9826323 -0.98693413 -0.9699341 -0.98665446 -0.95038029 -0.97513387 -0.96826486 -0.94827523 -0.96944288 -0.97128218 -0.96033734 -0.95020405 -0.97907879 -0.98018409 -0.9567339 -0.9288383 -0.98318809 -0.98032971
"standing" 16 0.2834974 -0.01659997 -0.10365773 -0.98907681 -0.96029827 -0.95346896 0.94158775 -0.0578867 -0.16673747 -0.98535969 -0.98055244 -0.95956283 0.07364389 0.0120768 -0.00476311 -0.9910265 -0.98262195 -0.98807383 -0.02993373 -0.06866773 0.08673427 -0.97340011 -0.98011028 -0.98235701 -0.10010733 -0.04249822 -0.05443353 -0.98710232 -0.99258944 -0.99269852 -0.96994883 -0.95729449 -0.96994883 -0.95729449 -0.98920523 -0.98676155 -0.97252818 -0.96410577 -0.99284858 -0.99080943 -0.98942767 -0.96931402 -0.9699995 -0.98910062 -0.95817431 -0.94854027 -0.99103864 -0.9824254 -0.98609189 -0.99184715 -0.98423646 -0.98865796 -0.97315735 -0.98359424 -0.98363927 -0.97392688 -0.97840242 -0.9835274 -0.97108256 -0.95717357 -0.98650269 -0.98591272 -0.97544863 -0.96357474 -0.99117243 -0.9906728
"standing" 17 0.2779425 -0.01741201 -0.11143215 -0.99116392 -0.96817666 -0.97046268 0.90467855 -0.25748682 -0.20268776 -0.98575137 -0.97581048 -0.96917176 0.0740865 0.00657853 -0.004036 -0.99209401 -0.98666126 -0.99121703 -0.02695769 -0.07706321 0.08805619 -0.98137308 -0.98512116 -0.98553836 -0.10128917 -0.04045188 -0.05463313 -0.9892572 -0.99369991 -0.9923271 -0.97763598 -0.97537731 -0.97763598 -0.97537731 -0.99174275 -0.99036325 -0.97818458 -0.97768084 -0.99367297 -0.99237212 -0.99092753 -0.97417057 -0.98023158 -0.99131853 -0.96642732 -0.966999 -0.99212923 -0.98627834 -0.98956363 -0.99277538 -0.98820035 -0.99145038 -0.98069626 -0.98733404 -0.98595498 -0.98179132 -0.98394658 -0.98672527 -0.98096775 -0.97550484 -0.9901628 -0.98947209 -0.98429113 -0.97726342 -0.99272394 -0.9921773
"standing" 18 0.27845881 -0.01663535 -0.10845336 -0.99201976 -0.95422344 -0.96187391 0.94757324 -0.20420632 -0.04857671 -0.99427008 -0.98133594 -0.97604429 0.07535395 0.01046987 -0.0018164 -0.98943667 -0.97527784 -0.98845525 -0.02658732 -0.07322601 0.08431907 -0.96225425 -0.98041713 -0.9728204 -0.0987174 -0.04065734 -0.05323845 -0.98197097 -0.99115197 -0.98625902 -0.9726075 -0.97228555 -0.9726075 -0.97228555 -0.98596529 -0.98601529 -0.96300679 -0.95979712 -0.98868595 -0.98851967 -0.99040992 -0.96123914 -0.97577281 -0.99278907 -0.95291199 -0.95721618 -0.98954497 -0.97524369 -0.98626565 -0.99028793 -0.97717903 -0.98927584 -0.96442893 -0.98356116 -0.97429441 -0.96227271 -0.97880185 -0.97482259 -0.97679765 -0.97326485 -0.98498707 -0.98627736 -0.97235259 -0.95911346 -0.98896067 -0.98840747
"standing" 19 0.27817226 -0.01542441 -0.1090419 -0.989911 -0.94443027 -0.95259965 0.94404584 -0.22389781 0.13064372 -0.99241154 -0.97142661 -0.95886204 0.07541204 0.00991338 0.00129216 -0.98479204 -0.97054328 -0.98614249 -0.02509057 -0.06314298 0.07105202 -0.94610971 -0.96957632 -0.96073426 -0.09904679 -0.04229185 -0.05237699 -0.97512669 -0.98809667 -0.98345391 -0.96050568 -0.96254934 -0.96050568 -0.96254934 -0.98306892 -0.97964084 -0.94174504 -0.93795103 -0.98580164 -0.98306943 -0.98735205 -0.95287287 -0.96854335 -0.99116167 -0.94319376 -0.94775396 -0.9850396 -0.97001135 -0.9834633 -0.98591372 -0.97358852 -0.98752459 -0.94786564 -0.97506167 -0.96510064 -0.94660705 -0.96696724 -0.96321279 -0.96891079 -0.96425911 -0.97913541 -0.97917915 -0.95857813 -0.93672355 -0.98453661 -0.98222858
"standing" 20 0.2780769 -0.0180695 -0.10040276 -0.96720996 -0.87541041 -0.91314248 0.91123175 -0.30593872 0.07086553 -0.98191694 -0.95746272 -0.94243733 0.07635562 0.01169302 -0.00613682 -0.95952833 -0.93560565 -0.95893631 -0.0241335 -0.06983089 0.07736714 -0.88674917 -0.90391394 -0.90734332 -0.10204913 -0.04321524 -0.05181522 -0.92164424 -0.94763307 -0.94866985 -0.92240686 -0.91067209 -0.92240686 -0.91067209 -0.9566249 -0.93845437 -0.88367503 -0.84368341 -0.9479365 -0.92632879 -0.96193273 -0.89819421 -0.92998582 -0.96980618 -0.87252541 -0.91099586 -0.95971049 -0.93571755 -0.95274111 -0.96309891 -0.94047418 -0.9639731 -0.88101942 -0.91064914 -0.91140991 -0.89052571 -0.9012375 -0.91487201 -0.9212256 -0.91865188 -0.9400079 -0.93602503 -0.87943767 -0.84912735 -0.92960001 -0.92722572
"standing" 21 0.27695224 -0.01670847 -0.11041786 -0.98141996 -0.94360163 -0.94612341 0.88121334 -0.34615556 -0.20768569 -0.98290667 -0.97768142 -0.95859 0.07545439 0.01006212 -0.00332094 -0.97706335 -0.96392146 -0.97791568 -0.01917319 -0.07381159 0.08648633 -0.96251453 -0.95597919 -0.95932702 -0.1031998 -0.04043008 -0.05382117 -0.97186649 -0.97681589 -0.97542726 -0.9587743 -0.9569199 -0.9587743 -0.9569199 -0.97476516 -0.97160651 -0.94983715 -0.9456144 -0.97685708 -0.97615369 -0.97832769 -0.9496949 -0.96027414 -0.98289284 -0.94354516 -0.94245891 -0.97680301 -0.96450302 -0.97478065 -0.97953049 -0.96602408 -0.97972334 -0.95698996 -0.96008259 -0.95943256 -0.96453032 -0.95408091 -0.96312457 -0.96229133 -0.96004184 -0.9706343 -0.97192612 -0.95672302 -0.94776317 -0.97612676 -0.97770662
"standing" 22 0.27905386 -0.01585632 -0.10496742 -0.98500053 -0.92269329 -0.94220166 0.9540643 -0.22641877 0.0323825 -0.9928273 -0.97108074 -0.9588902 0.07523229 0.0107287 -0.00626292 -0.97563908 -0.95230349 -0.98147806 -0.02752018 -0.06900677 0.07334666 -0.91783704 -0.96471467 -0.96058251 -0.09750135 -0.04209987 -0.05131792 -0.94971603 -0.98490013 -0.97975357 -0.95480766 -0.93986632 -0.95480766 -0.93986632 -0.97587601 -0.9588251 -0.9316243 -0.90077656 -0.97860353 -0.96608615 -0.98037391 -0.92916139 -0.95710179 -0.98740031 -0.92365756 -0.93840988 -0.97496921 -0.95214145 -0.97756743 -0.978773 -0.95616996 -0.98430524 -0.9170181 -0.97068244 -0.96232777 -0.91985178 -0.96217274 -0.96365278 -0.94904448 -0.94373914 -0.95974388 -0.95665396 -0.93206527 -0.90022241 -0.9683778 -0.96534473
